,ID_TURMA,TX_HR_INICIAL,NU_DURACAO_TURMA,QT_MATRICULAS,TP_ETAPA_ENSINO,NU_DIAS_ATIVIDADE,CO_ENTIDADE,CD_GEOCODI,AGE_AVG_STUDENTS,AGE_STD_STUDENTS,NUM_TEACHERS_x,AGE_AVG_TEACHERS_x,AGE_STD_TEACHERS_x,NUM_TEACHERS_y,AGE_AVG_TEACHERS_y,AGE_STD_TEACHERS_y
590,11881475,13.0,255.0,25,16.0,5.0,31251933,313820000000000.0,8.08,0.4932882862316248,2,45.0,2.8284271247461903,2,45.0,2.8284271247461903
591,11897665,7.0,255.0,19,18.0,5.0,31251933,313820000000000.0,10.31578947368421,0.7492686492653552,2,46.5,0.7071067811865476,2,46.5,0.7071067811865476
592,11898054,7.0,265.0,26,19.0,5.0,31251933,313820000000000.0,11.153846153846153,0.464095480892257,6,42.833333333333336,10.666145820617054,6,42.833333333333336,10.666145820617054
593,11898211,13.0,255.0,28,17.0,5.0,31251933,313820000000000.0,9.071428571428571,0.3779644730092271,3,42.0,7.810249675906654,3,42.0,7.810249675906654
594,11899132,7.0,265.0,21,20.0,5.0,31251933,313820000000000.0,12.476190476190476,0.749603069567329,7,42.714285714285715,9.741907508530446,7,42.714285714285715,9.741907508530446
595,11899243,7.0,265.0,21,21.0,5.0,31251933,313820000000000.0,13.238095238095237,0.7684244858645453,7,42.714285714285715,9.741907508530446,7,42.714285714285715,9.741907508530446
596,11899323,7.0,265.0,17,41.0,5.0,31251933,313820000000000.0,14.352941176470589,0.9314757424772421,7,42.714285714285715,9.741907508530446,7,42.714285714285715,9.741907508530446
597,11882108,13.0,240.0,16,2.0,5.0,31251933,313820000000000.0,3.9375,0.44253060157839175,1,43.0,0.0,1,43.0,0.0
598,11882204,13.0,240.0,16,2.0,5.0,31251933,313820000000000.0,4.8125,0.40311288741492746,1,47.0,0.0,1,47.0,0.0
599,11879899,7.0,240.0,17,2.0,5.0,31251933,313820000000000.0,3.823529411764706,0.39295262399668784,1,26.0,0.0,1,26.0,0.0
